home_win_pct,away_win_pct,home_batting_avg,away_batting_avg,home_pitcher_era,away_pitcher_era,alpha,beta,gamma,X
0.449816047538945,0.3125716742746937,0.26852189876925725,0.23310090327011648,2.309371606507798,4.094485142059235,1.439081287780538,1.1519556338144903,1.7729866992912688,1
0.6802857225639665,0.5545641645055122,0.23504839789970294,0.2618812778940889,4.7076587200387,3.608289099032361,1.2267033575286213,0.8975379980953132,0.7664721071799994,1
0.592797576724562,0.42574239243053064,0.23969772284567684,0.2624381072966064,3.5157571173435715,2.928582848858983,1.3923856004574178,0.91334953339978,0.8329878177340521,1
0.5394633936788146,0.5034282764658811,0.28391325131162476,0.26824579408989235,4.479372398323225,4.4413850591208455,1.0715794461644146,1.0584070936690326,0.9915194951827182,1
0.36240745617697456,0.6630265895704371,0.2663857435795754,0.2735654800233597,2.960148803091835,4.054193517661638,0.5465956597785494,0.9737549619083109,1.3695911210365803,1
0.362397808134481,0.39971689165954993,0.2305518230969978,0.2885511247677521,4.686569685488601,2.4878508180346737,0.9066362110189363,0.7989981785119135,0.5308468634826884,0
0.3232334448672798,0.46415316921425187,0.23608829257196193,0.2609780208980717,3.1676050362024895,4.732781553481527,0.6963939197366034,0.9046290249253183,1.494119847452782,1
0.6464704583099741,0.6022204554172195,0.2698101061464833,0.24937738837647477,2.032512954440895,4.467611728769507,1.073478080152721,1.0819349256283097,2.1980729416794595,1
0.5404460046972834,0.39151926619664895,0.23030369503077314,0.2777111716861222,4.716145929257791,4.849399739875772,1.3803816347209663,0.8292921513833428,1.0282548107324898,1
0.5832290311184182,0.33079196393151716,0.23964848308504993,0.24624993507572446,2.2738600303584007,4.17715852516508,1.763129382548006,0.9731920660663544,1.8370341487143715,1
0.308233797718321,0.4159005811655072,0.26292402736199516,0.25633828524233815,2.9579409127712446,3.8402455878073694,0.7411237485038754,1.0256916055806138,1.2982834008707458,1
0.6879639408647977,0.3644885149016017,0.2715137118615616,0.23470738288053597,4.850185901152415,3.2547291088718566,1.887477691994005,1.156817942960745,0.6710524452472071,0
0.6329770563201687,0.6718790609370292,0.26911767557015603,0.23152104460492745,4.851821440812668,4.798185450062039,0.9420996919257965,1.1623896913102836,0.9889451845240115,0
0.38493564427131044,0.6232481518257668,0.24345615856763358,0.28775890488067546,3.720313664369858,4.598191668501225,0.617628216214786,0.846042136102051,1.2359688142800886,0
0.3727299868828402,0.5533615026041694,0.27273075328085217,0.28015880723073233,3.895511636509398,2.135656010318568,0.6735741195018792,0.9734862736484933,0.5482350483317356,1
0.3733618039413735,0.6485842360750871,0.24423494524980802,0.27175845236562185,3.3453365659349594,2.079100923491756,0.5756566120089128,0.8987206952489415,0.6214923020490424,1
